UniqueID	data_index	current_id	highlight_start	highlight_end	to_do_summary
162996642	1079	084-008953-EM	38	47	$3522$ $1372$ $57$
162996642	1079	084-008953-EM	38	47	$20359$ $377$ $1372$ UNK $841$ $811$ $18535$ $341$ $6625$ $5642$ $46$
162996643	924	068-003862-EM	30	49	$9$ $58$ $222$ $31$ $1136$ $56$ $1425$ $366$
162996643	924	068-003862-EM	30	49	$3791$ $30$ $262$ $56$ $150$ $434$ $87$ $16$ $54$ $3489$ $232$ $1425$ $366$ $122$ $382$ $4230$ $1233$ $262$ $694$ $222$ $46$
162996644	1139	089-006764-EM	610	636	$5471$ $56$ $1038$ $262$ $519$ $5169$ $16$ $2028$
162996644	1139	089-006764-EM	610	636	$10576$ $118$ $1038$ $262$ $167$ $2028$ $5169$ $1406$ $46$
162996645	253	022-002506-EM	42	52	$1609$ $2551$ $165$ $530$ $56$ $171$ $625$ $1730$ $87$ $602$ $84$ $6950$ $122$ UNK $6954$ $1860$ $46$
162996645	253	022-002506-EM	42	52	$1609$ $2550$ $165$ $530$ $6951$ $6953$ $599$ $46$
162996646	527	055-014146-EM	30	34	$13233$ $56$ $4344$ $1295$ $420$ $46$
162996646	527	055-014146-EM	30	34	$1225$ $6987$ $1296$ $366$ $16$ $559$
162996647	559	057-007189-EM	68	74	$59$ $6983$ $61$ $233$ $2764$ $56$ $6987$ $222$
162996647	559	057-007189-EM	68	74	$1693$ $6982$ $61$ $530$ $802$ $247$ $2975$ $625$ $1186$ $16$ $1847$ $122$ $367$ $6984$ $46$
162996648	385	046-003667-EM	40	59	$3522$ $82$ $74$ $6994$ $424$ $731$ $901$ $56$ $6995$ $6992$ $151$ $1299$ $46$
162996648	385	046-003667-EM	40	59	$42236$ $901$ $6995$ $232$ UNK $341$ $6990$ $74$ $1882$ $424$ $46$
162996649	1310	112-000239-EM	413	449	$524$ $16$ $251$ $7087$ $7089$ $16$ $90$ $530$ $666$ $84$ $6512$ $2976$ $122$ $56$ $2034$ $1406$ $46$
162996649	1310	112-000239-EM	413	449	$7156$ $16$ $251$ $7088$ $16$ $3485$ $46$
162996650	715	062-063949-EM	22	28	$1693$ $1266$ $2427$ $530$ $1662$ $46$
162996650	715	062-063949-EM	22	28	$59$ $1266$ $61$ $530$ $1662$ $46$
162996651	283	029-002097-EM	20	29	$59$ $224$ $61$ $233$ $56$ $1183$ $530$ $519$ $247$ $466$ $3129$ $46$
162996651	283	029-002097-EM	20	29	$1693$ $224$ $61$ $233$ $56$ $1183$ $247$ $7139$ $466$ $3129$ $46$
162996652	876	063-022299-EM	166	182	$306$ $7146$ $796$ $150$ $530$ UNK $1743$ $1745$ $16$ $3531$ $84$ $56$ $2052$ $7164$ $46$
162996652	876	063-022299-EM	166	182	$305$ $150$ $16$ $7146$ $530$ $6335$ $6336$ $46$
162996653	1102	084-016769-EM	37	58	$29085$ $1281$ $478$ $5$ UNK $16$ $1038$ $95$ $1225$ $24606$ $46$
162996653	1102	084-016769-EM	37	58	$1156$ $872$ $478$ $16$ $7220$ $16$ $118$ $1038$ $46$
162996654	1012	080-001902-EM	238	267	$5471$ $1891$ $2878$ $247$ $56$ $6781$ $612$ $16$ $3411$ $46$
162996654	1012	080-001902-EM	238	267	$6011$ $56$ $1891$ $2878$ $247$ $56$ $612$ $3716$ $233$ $3963$ $1628$ $7262$ $801$ $1623$ $665$ $5352$ $16$ $374$ $122$ $4587$ $262$ $56$ $7280$ $247$ $56$ $1889$ $5031$
162996655	689	062-062813-EM	6	16	$1365$ $1053$ $1476$ $136$ $1515$ $46$
162996655	689	062-062813-EM	6	16	$10255$ $136$ $247$ $1053$ $1476$ $530$ $612$ $46$
162996656	644	061-002625-EM	21	28	$1847$ $694$ $233$ $5170$ UNK $56$ $302$ $1051$ $75$
162996656	644	061-002625-EM	21	28	$808$ $16$ $1847$ $302$ $1051$ $694$ $46$
162996657	422	051-001043-EM	34	52	$2481$ $7041$ $1162$ $802$ $122$ $163$ UNK $165$ $46$
162996657	422	051-001043-EM	34	52	$2442$ $16$ $2481$ $1162$ $802$ $122$ $163$ UNK $1129$ $165$ $530$ $86$
162996658	1053	080-012096-EM	79	85	$222$ $4136$ $530$ $12218$ $46$
162996658	1053	080-012096-EM	79	85	$222$ $4137$ $307$ $530$ $2896$ $3255$ $247$ $612$ $84$ $7497$ $7499$
162996659	629	060-006007-EM	20	52	$6516$ $872$ $5420$ $122$ $602$ $233$ $81$ $390$ $5$ $2835$ $46$
162996659	629	060-006007-EM	20	52	$6516$ $5420$ $122$ $602$ $5$ $2835$ $122$ $44$ $768$ $596$ $230$ $1011$ $327$ $6374$ $327$ $7519$ $89$ $3712$ $606$ $367$ $164$
162996660	865	063-021816-EM	30	47	$1263$ $56$ $433$
162996660	865	063-021816-EM	30	47	$1263$ $56$ $433$ $1136$ $7522$ $1183$ $46$
162996661	394	046-005863-EM	105	121	$90$ $84$ $2388$ $530$ $6991$ $46$
162996661	394	046-005863-EM	105	121	$90$ $16$ $2389$ $530$ $6991$ $233$ $632$ $289$ $71$
162996662	498	055-008071-EM	36	44	$1815$ $518$ $84$ $481$ $530$ $1139$ $56$ $3129$ $46$
162996662	498	055-008071-EM	36	44	$436$ $518$ $84$ $31$ $33$ $262$ $365$
162996663	213	017-000565-EM	76	104	$90$ $16$ $578$ $233$ $4816$ $665$ $369$ $216$ $77$ $694$ $222$ $46$
162996663	213	017-000565-EM	76	104	$90$ $16$ $579$ $233$ $370$ $216$ $78$ $694$ $222$ $1857$ $579$ UNK $222$ $19$
162996664	1150	091-001994-EM	62	77	$6516$ $1515$ $4537$ $1055$ $84$ $7587$ $3526$ $7588$ $122$ $1188$ $474$ $7589$ $46$
162996664	1150	091-001994-EM	62	77	$163$ $2806$ $165$ $530$ $7590$ $232$ $4873$ $2693$ $46$
162996665	986	069-002623-EM	81	104	$251$ $223$ $16$ $7600$ $530$ $7592$ $1863$ $46$
162996665	986	069-002623-EM	81	104	$273$ $474$ $5295$ $16$ $1195$ $262$ $56$ $2622$ $2154$ $381$ $167$ $6024$ $5169$ $16$ $86$ $2540$ $1365$ $1775$ $2540$ UNK $251$ $223$ $16$ $56$ $7600$ $46$
162996666	937	068-004729-EM	8	27	$1830$ $4891$ $1502$ $56$ $222$ $84$ $4896$ $4018$ $1136$ $56$ $4898$ $1685$ $46$
162996666	937	068-004729-EM	8	27	$1615$ $4891$ $1502$ $222$ $84$ $4896$ $4018$ $1136$ $56$ $4898$ $1685$ $46$
162996667	1026	080-006210-EM	230	260	UNK $1881$ $518$ $56$ $612$ $84$ $6392$
162996667	1026	080-006210-EM	230	260	$1881$ $518$ $56$ $612$ $84$ $6392$ $46$
162996668	1196	093-007593-EM	34	44	$1582$ $58$ $2442$ $16$ $1881$ $56$ $612$ $122$ $222$ $1128$ $262$ $56$ $612$ $84$ $3962$ $1052$ $46$
162996668	1196	093-007593-EM	34	44	$1582$ $58$ $2442$ $16$ $222$ $232$ $262$ $612$ $84$ $3962$ $1052$
162996669	496	055-007913-EM	45	51	$78351$ $30$ $240$ $1139$ $56$ $395$ $3146$ $160$ $46$
162996669	496	055-007913-EM	45	51	$1693$ $30$ $98561$ $530$ $364$ $327$ $395$ $3146$ $46$
162996670	256	022-003206-EM	232	238	$59$ $3989$ $61$ $530$ $6660$ $7655$ $423$ $46$
162996670	256	022-003206-EM	232	238	$1693$ $3989$ $61$ $530$ $423$ $82$ $1338$ $262$ $56$ $2693$ $247$ $184$ $604$ $2154$ $247$ $3461$ $16$ $496$ $5559$ $327$ $1593$ $7691$ $46$
162996671	558	057-007085-EM	56	63	$222$ $583$ $530$ $7706$ $46$
162996671	558	057-007085-EM	56	63	$26135$
162996672	499	055-008071-EM	65	71	$59$ $31$ $61$ $530$ $365$ $46$
162996672	499	055-008071-EM	65	71	$1693$ $8$ $61$ $530$ $56$ $2143$ $233$ $364$ $3129$ $667$ $6364$ $460$ $481$ $46$
162996673	1235	103-001753-EM	17	39	$2442$ $16$ $1365$ $872$ $5420$ $5$ $2835$ $46$
162996673	1235	103-001753-EM	17	39	$750$
162996674	1198	096-000712-EM	60	87	$42661$ $246$ $656$ $472$ $16$ $9278$ $4284$ $86$ $46$
162996674	1198	096-000712-EM	60	87	$43$ $151$ $302$ $472$ $1506$ $16$ $7740$ $246$ UNK $190$ $192$ $7723$ $642$ $268$ $367$ $472$ $46$
162996675	996	076-004611-EM	22	28	$163$ $6813$ $165$ $530$ $56$ $3295$ $3014$ $46$
162996675	996	076-004611-EM	22	28	$163$ $6812$ $165$ $1136$ $3912$ $247$ $3601$ $46$
162996676	389	046-004324-EM	57	75	$1822$ $2720$ $554$ $556$ $16$ $1815$ $327$ $518$ $84$ $7789$ $122$ $242$ $2775$ $232$ $1810$ $262$ $858$ $17$ $168$ $7804$ $122$ $345$ $866$ $46$
162996676	389	046-004324-EM	57	75	$23323$ $2720$ $553$ $555$ $16$ $1815$ $327$ $518$ $84$ $7788$ $122$ $242$ $2775$ $232$ $1809$ $46$
162996677	1031	080-007814-EM	388	394	$59$ $4137$ $61$ $530$ $4970$ $4019$ $895$ $46$
162996677	1031	080-007814-EM	388	394	$1693$ $4136$ $61$ $530$ $778$ $6128$ $991$ $16$ $4969$ $4019$ $46$
162996678	560	057-007251-EM	23	29	$1609$ $30$ $165$ $530$ $2437$ $3704$ $46$
162996678	560	057-007251-EM	23	29	$163$ $30$ $165$ $530$ $2438$ $612$ $46$
162996679	1219	098-000262-EM	21	36	UNK $2442$ $16$ $1262$ $7927$ $690$ $330$ $530$ $7541$ $7925$ $46$
162996679	1219	098-000262-EM	21	36	$2442$ $16$ $1262$ $7927$ $690$ $330$ $530$ $7541$ $7924$ $520$ $607$ $46$
162996680	506	055-010393-EM	108	119	$426$ $474$ $11382$ $56$ $612$ $232$ $5030$ $84$ $7933$ $811$ $507$
162996680	506	055-010393-EM	108	119	$426$ $56$ $474$ $247$ $56$ $612$ $233$ $7932$ $171$ $895$ $46$
162996681	936	068-004717-EM	48	61	$1225$ $481$ UNK $530$ $364$ $7947$ $142$ $46$
162996681	936	068-004717-EM	48	61	$1225$ $481$ $82$ $1162$ $142$ $247$ $364$ $386$ $142$ $46$
162996682	412	049-001805-EM	8	21	$610$ $89$ $195$ $497$ $251$ $518$ $1224$ $262$ $656$ $953$ $327$ $344$ $46$
162996682	412	049-001805-EM	8	21	$750$
162996683	1100	084-016422-EM	37	58	$1225$ $478$ $233$ $1281$ $16$ $24606$ $46$
162996683	1100	084-016422-EM	37	58	$1157$ $478$ $5$ $56$ $7220$ $16$ $118$ $1038$ $122$ $69$ $132$ $478$ $16$ $7210$ $460$ $2839$ $507$ $46$
162996684	581	057-016426-EM	32	38	$59$ $771$ $3541$ $530$ $7955$ $2077$ $1183$ $84$ $396$
162996684	581	057-016426-EM	32	38	$59$ UNK $3541$ $530$ $7955$ $2077$ $1183$ $84$ $395$ $46$
162996685	441	053-000473-EM	237	243	$59$ $583$ $61$ $530$ $6697$ $122$ $5141$ $3814$ $56$ $5792$ $46$
162996685	441	053-000473-EM	237	243	$59$ UNK $584$ $61$ $530$ UNK $8005$ $665$ $8006$ $8007$ UNK
162996686	1184	093-005888-EM	14	29	$3826$ $7923$ $150$ $46$
162996686	1184	093-005888-EM	14	29	$3826$ $7541$ $150$
162996687	1082	084-010538-EM	15	23	$1225$ $246$ $82$ $8040$ $1136$ $170$ $8036$ $262$ $341$ $2412$ $655$ $8038$ $46$
162996687	1082	084-010538-EM	15	23	$1225$ $8040$ $530$ $171$ $8037$ $262$ $342$
162996688	381	046-003027-EM	18	42	UNK $1415$ $247$ $8093$ $122$ $1225$ $86$ $223$ $16$ $60$ $8089$ $46$
162996688	381	046-003027-EM	18	42	$5471$ $8091$ $16$ $8089$ $46$
162996689	1247	107-001066-EM	48	72	$3753$ $246$ $5655$ $5594$ $1140$ $262$ $633$ $1962$ $8116$ $8117$ $46$
162996689	1247	107-001066-EM	48	72	$5471$ $5655$ $5594$ $1140$ $725$ $4708$ $46$
162996690	214	017-000575-EM	210	221	$390$ $84$ $56$ $57$ $233$ $1550$ $1406$ $232$ $1259$ $46$
162996690	214	017-000575-EM	210	221	$579$ $122$ $18$ $390$ $84$ $57$ $530$ $1550$ $1406$ $46$
162996691	765	063-011107-EM	20	26	$1693$ $18$ $61$ $530$ $797$ $262$ $56$ $604$ $3865$ $327$ $522$ $2294$ $46$
162996691	765	063-011107-EM	20	26	$59$ $18$ $61$ $530$ $1187$ $3865$ $522$ $1777$ $46$
162996692	905	068-002248-EM	306	336	$163$ $3088$ $2940$ $165$ $530$ $725$ $4463$ $419$ $86$ $87$ $421$ $46$
162996692	905	068-002248-EM	306	336	$1609$ $2940$ $165$ $419$ $8192$ $216$ $2835$ $216$ $171$ $8194$ $327$ $725$ $4463$ $87$ $421$ $46$
162996693	1287	107-012691-EM	7	14	$894$ $2373$ $247$ $8237$ $56$ $1877$ $46$
162996693	1287	107-012691-EM	7	14	$2372$ $2373$ $247$ $8237$ $1877$ $46$
162996694	966	068-007217-EM	25	45	$3726$ $16$ $481$ $16$ $664$ $132$ $50$ $94$ $52$ $2039$ $1191$ $525$ $490$ $247$ $228$ $4866$ $800$ $46$
162996694	966	068-007217-EM	25	45	$90$ $16$ $481$ $16$ $664$ $132$ $50$ $94$ $52$ $2039$ $1191$ $525$ $232$ $1183$ $4445$ $366$ $490$ $247$ $228$ $4866$ $800$ $46$
162996695	451	053-005104-EM	108	119	$426$ $56$ $474$ $247$ $56$ $612$ $84$ $7932$ $811$ $507$ $46$
162996695	451	053-005104-EM	108	119	$426$ $56$ $474$ $247$ $7932$ $171$ $895$ $612$ $811$ $507$ $46$
162996696	494	055-007679-EM	132	142	$1693$ $210$ $61$ $530$ $364$ $1183$ $8336$ $46$
162996696	494	055-007679-EM	132	142	$59$ $210$ $61$ $530$ $365$ $1183$
162996697	514	055-010821-EM	73	83	$306$ $390$ $1183$ $16$ $31$ $233$ $404$
162996697	514	055-010821-EM	73	83	$305$ $30$ $530$ $82$ $1727$ $390$ $5399$ $1183$ $233$ $403$ $46$
162996698	957	068-005980-EM	45	76	$829$ $82$ $1686$ $16$ $355$ $262$ $3945$ $2086$ $3889$ $122$ $486$ $8352$
162996698	957	068-005980-EM	45	76	$9668$ $82$ $1686$ $16$ $355$ $262$ $38$ $327$ $387$ $262$ $118$ $3944$ $2086$ $3889$ $122$ $56$ $486$ $8351$ $419$ $251$ $56$ $3944$ $2086$ $8350$ $122$ $8353$ $46$
162996699	325	037-006894-EM	58	64	$1693$ $314$ $61$ $530$ $1197$ $327$ $5145$ $1662$
162996699	325	037-006894-EM	58	64	$59$ $314$ $61$ $233$ $372$ $3129$ $46$
162996700	270	024-006394-EM	44	53	$6035$ $56$ $677$ $8372$ $262$ $56$ $7298$ $2942$ $46$
162996700	270	024-006394-EM	44	53	$5690$ $518$ $690$ $474$ $262$ $677$ $8372$ $16$ $56$ $613$ $460$ $631$ $781$ $46$
162996701	221	018-000102-EM	97	104	$9668$ $2427$ $7538$ $56$ $3184$ $150$ $122$ $378$ $345$ $8409$ $216$ $366$ $5382$ $16$ $354$ $46$
162996701	221	018-000102-EM	97	104	$9668$ $1948$ $3201$ $2911$ $56$ $8400$ $725$ $16$ $568$ $46$
162996702	1109	085-002904-EM	157	169	$3791$ $6349$ $530$ $341$ $1983$ $233$ $632$ $122$ $16$ $423$ $228$ $520$ $914$ $46$
162996702	1109	085-002904-EM	157	169	$3791$ UNK $16$ $4205$ $1233$ $530$ $341$ $1009$ $122$ $277$ $2945$ $46$
162996703	1172	093-004515-EM	12	18	$3658$ $56$ $4834$ $122$ $8470$ $230$ $8465$
162996703	1172	093-004515-EM	12	18	$7156$ $16$ $1847$ $4834$ $233$ $403$ $230$ $8464$ $46$
162996704	837	063-019459-EM	17	27	$163$ $4675$ $165$ $530$ $2143$ $232$ $56$ $2124$ $5871$
162996704	837	063-019459-EM	17	27	$1609$ $4674$ $165$ $530$ $499$ $4175$ $120$ $84$ $383$ $384$ $797$ $46$
162996705	628	060-005089-EM	7	17	$90$ $16$ $5305$ $530$ $371$ $247$ $1053$ $2830$ $114$ $460$ $307$
162996705	628	060-005089-EM	7	17	$3726$ $16$ $5304$ $530$ $2806$ $8497$ $3964$ $262$ $1052$ $2844$ $114$ $460$ $307$ $46$
162996706	875	063-022185-EM	25	34	$3791$ UNK $262$ $56$ $618$ $247$ $3129$ $1242$ $46$
162996706	875	063-022185-EM	25	34	$305$ $82$ $222$ $811$ UNK $530$ $5004$ $1241$ $233$ $507$ $46$
162996707	450	053-004378-EM	187	194	$26135$
162996707	450	053-004378-EM	187	194	$26135$
162996708	888	068-000670-EM	47	55	$5471$ $56$ $12240$ $247$ $364$ $420$ $16$ $30$ $460$ $4230$ $56$ $12835$ $5171$ $262$ $3614$ $136$ $46$
162996708	888	068-000670-EM	47	55	$1225$ $365$ $366$ $7164$ $16$ $31$
162996709	606	059-007479-EM	14	24	$8547$ $518$ $56$ $8548$ $262$ $8556$ $665$ $8557$ $232$ $8550$
162996709	606	059-007479-EM	14	24	$26111$ $518$ $56$ $8548$ $262$ $8556$ $8557$ $232$ $8550$ $46$
162996710	800	063-017031-EM	209	262	$5471$ $56$ $3111$ $3113$ $460$ $307$ $1191$ $56$ $1487$ $2143$ $233$ $8585$ $5417$ $122$ $160$ $2040$ $1860$ $122$ $382$ $306$ $56$ $2841$ $262$ $519$ $247$ $9296$ $46$
162996710	800	063-017031-EM	209	262	$5471$ $16$ $568$ $56$ $486$ $3111$ $460$ $307$ $46$
162996711	1148	091-000202-EM	65	78	$163$ $5305$ $165$ $530$ $1251$ $612$
162996711	1148	091-000202-EM	65	78	$1609$ $5304$ $165$ $530$ $1251$ $612$ $642$ $2129$ $642$ $46$
162996712	480	055-005057-EM	21	34	$7777$ $56$ $4873$ $423$ $262$ $4891$ $665$ $1662$ $642$ $1548$ $30$ $46$
162996712	480	055-005057-EM	21	34	$7777$ $84$ $423$ $262$ $4892$ $665$ $1662$
162996713	1232	103-000412-EM	82	97	$330$ $16$ $8604$ $530$ $150$ $5210$ $233$ $342$
162996713	1232	103-000412-EM	82	97	$329$ $56$ $150$ $5210$ $233$ $341$ $16$ $8603$ $46$
162996714	398	047-000563-EM	47	62	$59$ $118$ $8426$ $233$ $8665$ $1053$ $122$ $59$ $1942$ $61$
162996714	398	047-000563-EM	47	62	$59$ $118$ $8426$ $233$ $86$ $8669$ $56$ $3707$ $122$ $59$ $1942$ $61$ $530$ $8665$ $8667$ $46$
162996715	421	051-000833-EM	34	40	$163$ $2415$ $165$ $530$ $56$ UNK $2250$ $84$ $56$ $8687$ $2307$ $8688$ $46$
162996715	421	051-000833-EM	34	40	$163$ $2415$ $165$ $530$ $8690$ $5725$ $1900$ $46$
162996716	743	063-004398-EM	27	33	$59$ $26660$ $61$ $530$ $56$ $1406$ $5169$ $16$ $8723$ $87$ $523$ $52$ $251$ $3214$ $46$
162996716	743	063-004398-EM	27	33	$59$ $2659$ $61$ $530$ $8723$ $519$
162996717	200	016-002987-EM	96	102	$59$ $1129$ $61$ $530$ $1772$
162996717	200	016-002987-EM	96	102	$1693$ $1129$ $61$ $530$ $5690$ $8760$ $122$ $382$ $262$ $56$ $424$ $434$ $87$ $5169$ $84$ $473$ $1210$ $247$ $7041$ $46$
162996718	262	024-001857-EM	8	14	$15395$ $56$ $6168$ $612$ $233$ $222$ $84$ $4337$ $230$ $2052$ $245$ $122$ $524$ $16$ $4243$ $837$ $3304$ $262$ $56$ $3614$ $983$ $46$
162996718	262	024-001857-EM	8	14	$1881$ $518$ $6168$ $612$ $230$ $8773$
162996719	356	040-008494-EM	29	41	$1815$ $327$ $518$ $84$ $2577$ $1136$ $8834$ $5$ $3238$
162996719	356	040-008494-EM	29	41	$2254$ $518$ $84$ $2577$ $530$ $8845$ $4324$ UNK $122$ $4080$ $5169$ $16$ $3284$ $950$ $46$
162996720	1066	084-002503-EM	8	19	$4012$ $2975$ $8865$ $2456$ $8867$
162996720	1066	084-002503-EM	8	19	$750$
162996721	1108	085-001742-EM	121	130	$163$ $2563$ $165$ $530$ $1285$ $525$ $232$ $342$ $612$ $46$
162996721	1108	085-001742-EM	121	130	$163$ $2563$ $2565$ $165$ $530$ $342$ $612$
162996722	761	063-010430-EM	31	53	$487$ $8915$ $122$ $361$ $2145$ UNK $16$ $107$ $1244$ $46$
162996722	761	063-010430-EM	31	53	$487$ $92707$ $3835$ $16$ $5080$ $1244$
162996723	281	029-001096-EM	60	87	$302$ $472$ $1506$ $16$ $7740$ $246$ $642$ $191$ $193$ $1689$ $367$ $1491$ $46$
162996723	281	029-001096-EM	60	87	$59$ $302$ $472$ $1506$ UNK $16$ $7740$ $246$ $16$ $191$ $193$ UNK
162996724	233	018-006690-EM	99	105	$750$
162996724	233	018-006690-EM	99	105	$59$ $569$ $61$ $530$ $1493$ $3903$ $46$
162996725	1042	080-010925-EM	230	260	UNK $1881$ $518$ $56$ $612$ $84$ $6392$ $240$ $50$ $151$ $6428$ $122$ $6429$ $427$ $50$ $58$ $54$ $6430$ $122$ $3799$ $1481$ $56$ $947$ $474$ $16$ $3882$ $86$ $746$ $46$
162996725	1042	080-010925-EM	230	260	$240$ $4115$ $122$ $7174$ UNK $427$ $58$ $54$ $6430$ $95$ $423$ $612$ $84$ $6393$
162996726	455	053-007078-EM	66	72	$163$ $1583$ $165$ $530$ $419$ $238$ $1881$ $518$ $82$ $612$ $46$
162996726	455	053-007078-EM	66	72	$163$ $1583$ $165$ $530$ $612$ $84$ $225$
162996727	384	046-003526-EM	9	34	$750$
162996727	384	046-003526-EM	9	34	$1626$ $16$ UNK $233$ $1417$ $5558$ $1447$ $122$ $1612$ $223$ $233$ $404$ $1611$
162996728	1008	080-001237-EM	33	38	$750$
162996728	1008	080-001237-EM	33	38	$3791$ $38$ $1788$ $507$ $46$
162996729	472	055-003378-EM	8	21	$610$ $89$ $43$ $94$ $52$ $251$ $518$ $1224$ $262$ $302$ $953$ $327$ $345$ $46$
162996729	472	055-003378-EM	8	21	$26135$
162996730	1146	089-008350-EM	42	69	$1365$ $84$ $1514$ $5675$ $16$ $610$ $1591$ $233$ UNK $9034$ $9035$
162996730	1146	089-008350-EM	42	69	$1365$ $84$ $2389$ $1514$ $5675$ $16$ $610$ $89$ $1224$ $87$ $216$ $125$ $167$ $1591$ $3714$ $233$ $9225$ $1139$ $46$
162996731	1246	107-000870-EM	11	26	$8547$ $246$ $903$ $3663$ $374$ $122$ $3296$ $232$ $690$ $9074$ $122$ $1192$ $1491$ $460$ $7744$ $3215$ $16$ $55$ $46$
162996731	1246	107-000870-EM	11	26	$3868$ $9074$ $262$ $3663$ $122$ $2761$ $7743$ $530$ $1491$ $46$
162996732	1230	098-001707-EM	267	289	$390$ $233$ $56$ $420$ $4517$ $6149$ $17$ $434$ $58$ $54$ $2422$ $3859$ $8593$ $84$ $9153$ $665$ $46$
162996732	1230	098-001707-EM	267	289	$1219$ $233$ $56$ $420$ $4517$ $6149$ $17$ $434$ $58$ $54$ $2422$ $3859$ $8593$ $84$ $9153$ $665$ $46$
162996733	763	063-010986-EM	97	119	$163$ $4736$ $165$ $419$ $56$ $1137$ $433$ $87$ $2126$ $262$ $1197$ $4320$ $422$ $56$ $168$ $2878$ $94$ $54$ $9165$ $46$
162996733	763	063-010986-EM	97	119	$1609$ $349$ $165$ $419$ $56$ $1137$ $433$ $87$ $2126$ $262$ $1197$ $4320$ $46$
162996734	709	062-063679-EM	38	54	$1815$ $56$ $9184$ $16$ $251$ $18712$ $9182$ $233$ $56$ $423$ $262$ $1139$ $154$ $1188$ $46$
162996734	709	062-063679-EM	38	54	$2254$ $56$ $9184$ $16$ $251$ $5995$ $233$ $56$ $423$ $262$ $1139$ $154$ $1188$ $46$
162996735	753	063-009315-EM	7	23	$2143$ $2223$ $262$ $9289$ $122$ $251$ $223$ $16$ $1233$ $2129$ $46$
162996735	753	063-009315-EM	7	23	$4319$ $9296$ $838$ $262$ $9288$ $46$
162996736	337	040-002697-EM	130	143	$151$ $16$ $1365$ UNK $132$ $50$ $1403$ $1030$ $167$ $1362$ $4880$
162996736	337	040-002697-EM	130	143	$1365$ $56$ $1183$ $247$ $2349$ $46$
162996737	967	068-007249-EM	47	53	$59$ $31$ $61$ $530$ UNK $437$ $46$
162996737	967	068-007249-EM	47	53	$59$ $31$ $61$ $530$ $365$ $437$
162996738	529	055-014445-EM	27	36	$1225$ $31$ $9320$ $2086$ $9322$ $46$
162996738	529	055-014445-EM	27	36	$1225$ $9320$ $2086$ $16$ $31$ $33$
162996739	486	055-005382-EM	119	129	$163$ $210$ $165$ $395$ $398$ $1183$ $89$ $43$ $2330$ $1505$ $46$
162996739	486	055-005382-EM	119	129	$89$ $9$ $412$ $1285$ $5169$ $16$ $396$ $398$ $95$ $163$ $210$ $165$ $530$ $86$
162996740	1032	080-007828-EM	230	260	$4115$ $122$ $7174$ UNK $4873$ $3531$ $5$ $6393$ $132$ $58$ $54$ $6430$ $122$ $1481$ $56$ $947$ $474$ $16$ $3882$ $86$ $746$
162996740	1032	080-007828-EM	230	260	$1881$ $518$ $56$ $612$ $84$ $6392$ $46$
162996741	1147	089-008382-EM	35	59	$602$ $811$ $507$ $16$ $251$ $901$ $56$ $9122$ $5417$ $16$ $1941$ $1627$ $3777$ $781$ $1673$ $9334$ $16$ $190$ $192$ $2774$ $46$
162996741	1147	089-008382-EM	35	59	$251$ $901$ $56$ $9122$ $5417$ $16$ $1942$ $1627$ $3778$ $781$ $1673$ $9334$ $16$ $191$ $193$ $2774$
162996742	577	057-015023-EM	566	572	$750$
162996742	577	057-015023-EM	566	572	$222$ $9361$ $530$ $9384$ $46$
162996743	1084	084-010774-EM	205	211	$163$ $563$ $165$ $530$ $9437$ $46$
162996743	1084	084-010774-EM	205	211	$163$ $564$ $165$ $530$ $9437$ $233$ $3778$ $46$
162996744	844	063-020198-EM	70	76	$163$ $2531$ $165$ UNK $530$ $428$ $4698$
162996744	844	063-020198-EM	70	76	$163$ $2530$ $165$ $530$ $118$ $1690$ $3026$ $46$
162996745	962	068-006363-EM	6	28	$163$ $9461$ $165$ $530$ $56$ $42$ $46$
162996745	962	068-006363-EM	6	28	$163$ $9462$ $165$ $530$ $42$ UNK $86$ $87$ $11308$
162996746	890	068-000806-EM	306	336	$163$ $3088$ $2940$ $165$ $419$ $1842$ $247$ $56$ $150$ $421$ $16$ $53$ $1506$ $154$ $3088$ $8229$ $46$
162996746	890	068-000806-EM	306	336	$163$ $3088$ $606$ $165$ $530$ UNK $3088$ $7706$ UNK $422$ $132$ UNK $268$ $94$ $152$ $56$ $150$ $122$ $1000$ $1784$ $1860$
162996747	807	063-017478-EM	12	31	$894$ $82$ $4214$ $594$ $230$ $56$ $1137$ $9035$ $2679$ $16$ $610$ $3180$ $1224$ $1180$ $796$ $787$ $1726$ $4093$ $46$
162996747	807	063-017478-EM	12	31	$894$ $82$ $4214$ $594$ $230$ $56$ $1784$ $247$ $1138$ $1139$ UNK $16$ $1365$ $3180$ $796$ $787$ $1726$ $4093$
162996748	241	020-003378-EM	76	104	$90$ $16$ $579$ $233$ $370$ $216$ $78$ $694$ $222$
162996748	241	020-003378-EM	76	104	$90$ $16$ $579$ $1136$ UNK $1197$ $5145$ $1662$ $1692$ $233$ $4816$ $665$ $369$ $216$ $77$ $694$ $222$ $46$
162996749	881	068-000281-EM	19	33	$612$ $84$ $3094$ $124$ $369$ $128$ $16$ $285$ $56$ UNK $366$ $46$
162996749	881	068-000281-EM	19	33	$368$ $3094$ $16$ $285$ $365$ $366$
162996750	207	016-006611-EM	23	42	$367$ $16$ $368$ $84$ $3306$ $262$ $4873$ $84$ $525$ $46$
